cid,rho,mu,eta,kappa,topo,seed,optJ,naiJ,dJ,ci_hi,converged,bestlib,bestlib_tag,P,X,T,het_driven,inversion
rho0.5_mu0.1_eta2_kap0.25_sbm_seed3,0.5,0.1,2,0.25,sbm,3,15.633333333333333,31.458333333333332,-15.825,-0.38831716208545125,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.25_sbm_seed4,0.5,0.1,2,0.25,sbm,4,17.65,32.725,-15.075,-0.35064841981413086,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.25_sbm_seed5,0.5,0.1,2,0.25,sbm,5,16.333333333333332,33.65,-17.316666666666666,-0.4439870113043077,True,burn_then_protect,P,1,1,0,0,0
rho0.5_mu0.1_eta2_kap0.25_sbm_seed6,0.5,0.1,2,0.25,sbm,6,18.558333333333334,30.091666666666665,-11.533333333333333,-0.23178610414112819,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.25_sbm_seed7,0.5,0.1,2,0.25,sbm,7,12.066666666666666,19.916666666666668,-7.85,-0.1941547861992315,True,burn_then_protect,P,1,1,1,1,1
rho0.5_mu0.1_eta2_kap0.5_artic_seed0,0.5,0.1,2,0.5,artic,0,10.791666666666666,44.95,-34.15833333333333,-0.704238651602157,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed1,0.5,0.1,2,0.5,artic,1,14.716666666666667,54.69166666666667,-39.975,-0.6589182464202399,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed2,0.5,0.1,2,0.5,artic,2,13.525,41.6,-28.075,-0.5637801594529414,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed3,0.5,0.1,2,0.5,artic,3,12.466666666666667,56.74166666666667,-44.275,-0.7248341050022409,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed4,0.5,0.1,2,0.5,artic,4,12.866666666666667,38.46666666666667,-25.6,-0.5542234458774848,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed5,0.5,0.1,2,0.5,artic,5,10.8,40.19166666666667,-29.391666666666666,-0.6844624864840818,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed6,0.5,0.1,2,0.5,artic,6,17.633333333333333,45.891666666666666,-28.258333333333333,-0.49741653339454284,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_artic_seed7,0.5,0.1,2,0.5,artic,7,10.341666666666667,34.71666666666667,-24.375,-0.6296254844659994,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed0,0.5,0.1,2,0.5,bridge,0,39.333333333333336,41.13333333333333,-1.8,0.1825652822419696,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed1,0.5,0.1,2,0.5,bridge,1,33.891666666666666,32.875,1.0166666666666666,0.25481755794343264,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed2,0.5,0.1,2,0.5,bridge,2,37.891666666666666,34.1,3.7916666666666665,0.4016872118213637,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed3,0.5,0.1,2,0.5,bridge,3,31.591666666666665,36.94166666666667,-5.35,0.03803252350150457,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed4,0.5,0.1,2,0.5,bridge,4,24.258333333333333,29.708333333333332,-5.45,0.006174664710048085,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed5,0.5,0.1,2,0.5,bridge,5,26.491666666666667,28.608333333333334,-2.1166666666666667,0.15057338544841672,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed6,0.5,0.1,2,0.5,bridge,6,27.9,41.875,-13.975,-0.2595757340399597,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_bridge_seed7,0.5,0.1,2,0.5,bridge,7,29.516666666666666,38.875,-9.358333333333333,-0.1562842757012186,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed0,0.5,0.1,2,0.5,sbm,0,24.375,31.441666666666666,-7.066666666666666,-0.079414422901568,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed1,0.5,0.1,2,0.5,sbm,1,25.208333333333332,33.15833333333333,-7.95,-0.1501513900574641,True,burn_then_protect,P,1,1,0,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed2,0.5,0.1,2,0.5,sbm,2,24.166666666666668,32.3,-8.133333333333333,-0.06728953360386045,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed3,0.5,0.1,2,0.5,sbm,3,23.641666666666666,32.983333333333334,-9.341666666666667,-0.11452253424647973,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed4,0.5,0.1,2,0.5,sbm,4,28.116666666666667,34.291666666666664,-6.175,-0.014586500495322613,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed5,0.5,0.1,2,0.5,sbm,5,25.975,36.30833333333333,-10.333333333333334,-0.18260751257024552,True,burn_then_protect,P,1,1,0,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed6,0.5,0.1,2,0.5,sbm,6,29.316666666666666,30.341666666666665,-1.025,0.21016107335387943,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap0.5_sbm_seed7,0.5,0.1,2,0.5,sbm,7,17.866666666666667,19.958333333333332,-2.091666666666667,0.20214637417229478,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed0,0.5,0.1,2,1.0,artic,0,11.625,45.083333333333336,-33.458333333333336,-0.6696517655671994,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed1,0.5,0.1,2,1.0,artic,1,18.65,54.80833333333333,-36.15833333333333,-0.5454078588790785,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed2,0.5,0.1,2,1.0,artic,2,17.075,41.71666666666667,-24.641666666666666,-0.41982782680178005,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed3,0.5,0.1,2,1.0,artic,3,14.466666666666667,56.74166666666667,-42.275,-0.6653911881086586,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed4,0.5,0.1,2,1.0,artic,4,16.5,38.46666666666667,-21.966666666666665,-0.3979277100970211,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed5,0.5,0.1,2,1.0,artic,5,12.8,40.30833333333333,-27.508333333333333,-0.6061520435315547,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed6,0.5,0.1,2,1.0,artic,6,24.783333333333335,45.891666666666666,-21.108333333333334,-0.2726090755239041,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_artic_seed7,0.5,0.1,2,1.0,artic,7,11.425,34.71666666666667,-23.291666666666668,-0.5804313530146162,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed0,0.5,0.1,2,1.0,bridge,0,66.18333333333334,44.31666666666667,21.866666666666667,0.8670930111085045,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed1,0.5,0.1,2,1.0,bridge,1,56.80833333333333,34.325,22.483333333333334,1.0240469657454254,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed2,0.5,0.1,2,1.0,bridge,2,63.84166666666667,35.28333333333333,28.558333333333334,1.2926128032727124,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed3,0.5,0.1,2,1.0,bridge,3,52.90833333333333,38.875,14.033333333333333,0.6603047331478948,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed4,0.5,0.1,2,1.0,bridge,4,40.641666666666666,30.275,10.366666666666667,0.6608641117088798,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed5,0.5,0.1,2,1.0,bridge,5,44.00833333333333,29.041666666666668,14.966666666666667,0.8976536981882342,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed6,0.5,0.1,2,1.0,bridge,6,45.88333333333333,43.975,1.9083333333333334,0.16172045662743983,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_bridge_seed7,0.5,0.1,2,1.0,bridge,7,48.86666666666667,30.8,18.066666666666666,1.0402446057788193,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed0,0.5,0.1,2,1.0,sbm,0,42.125,33.675,8.45,0.4877161444916991,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed1,0.5,0.1,2,1.0,sbm,1,42.791666666666664,38.15833333333333,4.633333333333334,0.2517955191071349,False,burn_then_protect,P,1,1,0,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed2,0.5,0.1,2,1.0,sbm,2,41.31666666666667,34.583333333333336,6.733333333333333,0.49433969833693514,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed3,0.5,0.1,2,1.0,sbm,3,39.65833333333333,36.03333333333333,3.625,0.37038145792402394,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed4,0.5,0.1,2,1.0,sbm,4,49.05,37.425,11.625,0.5852446123252235,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed5,0.5,0.1,2,1.0,sbm,5,45.25833333333333,40.775,4.483333333333333,0.3805743275866661,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed6,0.5,0.1,2,1.0,sbm,6,50.833333333333336,30.841666666666665,19.991666666666667,1.0748410535876467,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta2_kap1_sbm_seed7,0.5,0.1,2,1.0,sbm,7,29.466666666666665,20.041666666666668,9.425,0.9909090312910881,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed0,0.5,0.1,5,0.25,artic,0,10.5,44.958333333333336,-34.458333333333336,-0.7147883749231275,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed1,0.5,0.1,5,0.25,artic,1,13.775,55.083333333333336,-41.30833333333333,-0.6868050018415657,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed2,0.5,0.1,5,0.25,artic,2,12.825,41.81666666666667,-28.991666666666667,-0.5929442815346708,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed3,0.5,0.1,5,0.25,artic,3,12.041666666666666,57.041666666666664,-45.0,-0.7354742136731877,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed4,0.5,0.1,5,0.25,artic,4,11.95,38.46666666666667,-26.516666666666666,-0.5915881950593339,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed5,0.5,0.1,5,0.25,artic,5,10.225,40.78333333333333,-30.558333333333334,-0.7127737445940503,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed6,0.5,0.1,5,0.25,artic,6,15.733333333333333,46.06666666666667,-30.333333333333332,-0.557901199004592,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_artic_seed7,0.5,0.1,5,0.25,artic,7,10.0,34.71666666666667,-24.716666666666665,-0.6435857904157298,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed0,0.5,0.1,5,0.25,bridge,0,32.88333333333333,42.24166666666667,-9.358333333333333,-0.025773467145557144,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed1,0.5,0.1,5,0.25,bridge,1,27.433333333333334,33.225,-5.791666666666667,0.006645944669126072,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed2,0.5,0.1,5,0.25,bridge,2,31.516666666666666,34.75833333333333,-3.2416666666666667,0.1547712270513002,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed3,0.5,0.1,5,0.25,bridge,3,25.758333333333333,37.65,-11.891666666666667,-0.16199267333595793,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed4,0.5,0.1,5,0.25,bridge,4,20.066666666666666,29.7,-9.633333333333333,-0.16166658227346484,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed5,0.5,0.1,5,0.25,bridge,5,22.208333333333332,28.916666666666668,-6.708333333333333,-0.04284206865054783,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed6,0.5,0.1,5,0.25,bridge,6,22.783333333333335,35.075,-12.291666666666666,-0.1847409758204493,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_bridge_seed7,0.5,0.1,5,0.25,bridge,7,24.491666666666667,31.025,-6.533333333333333,0.01341347650171158,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed0,0.5,0.1,5,0.25,sbm,0,19.45,31.525,-12.075,-0.2623911430879326,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed1,0.5,0.1,5,0.25,sbm,1,20.266666666666666,37.88333333333333,-17.616666666666667,-0.3759745981807986,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed2,0.5,0.1,5,0.25,sbm,2,18.866666666666667,32.38333333333333,-13.516666666666667,-0.2661531095941711,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed3,0.5,0.1,5,0.25,sbm,3,19.133333333333333,33.083333333333336,-13.95,-0.2854217693610927,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed4,0.5,0.1,5,0.25,sbm,4,21.3,34.425,-13.125,-0.25122535262992624,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed5,0.5,0.1,5,0.25,sbm,5,20.633333333333333,38.358333333333334,-17.725,-0.339063428596695,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed6,0.5,0.1,5,0.25,sbm,6,22.658333333333335,30.516666666666666,-7.858333333333333,-0.06944352179208758,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.25_sbm_seed7,0.5,0.1,5,0.25,sbm,7,14.616666666666667,20.066666666666666,-5.45,-0.02225075754487529,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed0,0.5,0.1,5,0.5,artic,0,10.916666666666666,45.025,-34.108333333333334,-0.6996780700219466,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed1,0.5,0.1,5,0.5,artic,1,15.741666666666667,55.141666666666666,-39.4,-0.6319561172603692,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed2,0.5,0.1,5,0.5,artic,2,14.6,41.875,-27.275,-0.5221582840051336,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed3,0.5,0.1,5,0.5,artic,3,13.041666666666666,57.041666666666664,-44.0,-0.707092665788318,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed4,0.5,0.1,5,0.5,artic,4,13.766666666666667,38.46666666666667,-24.7,-0.5155884614669257,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed5,0.5,0.1,5,0.5,artic,5,11.225,40.84166666666667,-29.616666666666667,-0.6745286294125848,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed6,0.5,0.1,5,0.5,artic,6,19.308333333333334,46.06666666666667,-26.758333333333333,-0.4451177489031955,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_artic_seed7,0.5,0.1,5,0.5,artic,7,10.541666666666666,34.71666666666667,-24.175,-0.6202179971995783,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed0,0.5,0.1,5,0.5,bridge,0,46.30833333333333,43.833333333333336,2.475,0.324812859271835,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed1,0.5,0.1,5,0.5,bridge,1,38.891666666666666,33.95,4.941666666666666,0.40161605922938026,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed2,0.5,0.1,5,0.5,bridge,2,44.49166666666667,35.35,9.141666666666667,0.6059684476305877,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed3,0.5,0.1,5,0.5,bridge,3,36.416666666666664,38.61666666666667,-2.2,0.15400790173595522,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed4,0.5,0.1,5,0.5,bridge,4,28.258333333333333,29.983333333333334,-1.725,0.16910751174774682,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed5,0.5,0.1,5,0.5,bridge,5,30.966666666666665,29.133333333333333,1.8333333333333333,0.33083277993372595,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed6,0.5,0.1,5,0.5,bridge,6,31.775,35.425,-3.65,0.12878050890404974,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_bridge_seed7,0.5,0.1,5,0.5,bridge,7,34.166666666666664,31.033333333333335,3.1333333333333333,0.42108628520385694,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed0,0.5,0.1,5,0.5,sbm,0,28.325,32.641666666666666,-4.316666666666666,0.033560982307481065,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed1,0.5,0.1,5,0.5,sbm,1,29.058333333333334,40.108333333333334,-11.05,-0.1932376843410029,True,burn_then_protect,P,1,1,0,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed2,0.5,0.1,5,0.5,sbm,2,27.441666666666666,33.525,-6.083333333333333,0.028855244577169654,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed3,0.5,0.1,5,0.5,sbm,3,27.141666666666666,34.608333333333334,-7.466666666666667,-0.027239434947768343,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed4,0.5,0.1,5,0.5,sbm,4,31.766666666666666,35.99166666666667,-4.225,0.06774766127038175,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed5,0.5,0.1,5,0.5,sbm,5,30.275,39.93333333333333,-9.658333333333333,-0.061467928452953624,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed6,0.5,0.1,5,0.5,sbm,6,33.416666666666664,30.766666666666666,2.65,0.36438686384122226,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap0.5_sbm_seed7,0.5,0.1,5,0.5,sbm,7,20.416666666666668,20.108333333333334,0.30833333333333335,0.37139069277550324,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed0,0.5,0.1,5,1.0,artic,0,11.75,45.15833333333333,-33.40833333333333,-0.6645996020648741,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed1,0.5,0.1,5,1.0,artic,1,19.675,55.25833333333333,-35.583333333333336,-0.5194061167089343,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed2,0.5,0.1,5,1.0,artic,2,18.15,41.99166666666667,-23.841666666666665,-0.3788305535762003,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed3,0.5,0.1,5,1.0,artic,3,15.041666666666666,57.041666666666664,-42.0,-0.6471618705116132,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed4,0.5,0.1,5,1.0,artic,4,17.4,38.46666666666667,-21.066666666666666,-0.3593316813646389,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed5,0.5,0.1,5,1.0,artic,5,13.225,40.958333333333336,-27.733333333333334,-0.597331992974672,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed6,0.5,0.1,5,1.0,artic,6,26.458333333333332,46.06666666666667,-19.608333333333334,-0.22202393830855238,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_artic_seed7,0.5,0.1,5,1.0,artic,7,11.625,34.71666666666667,-23.091666666666665,-0.5705536781294543,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed0,0.5,0.1,5,1.0,bridge,0,73.15833333333333,47.016666666666666,26.141666666666666,0.9662449935468475,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed1,0.5,0.1,5,1.0,bridge,1,60.85,35.4,25.45,1.1371193084344768,False,delay8,T,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed2,0.5,0.1,5,1.0,bridge,2,70.44166666666666,36.53333333333333,33.90833333333333,1.4707791470839562,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed3,0.5,0.1,5,1.0,bridge,3,57.733333333333334,40.55,17.183333333333334,0.7487651750208599,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed4,0.5,0.1,5,1.0,bridge,4,43.0,30.55,12.45,0.7731439700499959,False,delay8,T,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed5,0.5,0.1,5,1.0,bridge,5,48.24166666666667,29.566666666666666,18.675,1.0151812268702027,False,delay8,T,1,0,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed6,0.5,0.1,5,1.0,bridge,6,49.75833333333333,36.125,13.633333333333333,0.7397706146356304,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_bridge_seed7,0.5,0.1,5,1.0,bridge,7,53.516666666666666,31.05,22.466666666666665,1.2309659803441428,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed0,0.5,0.1,5,1.0,sbm,0,46.075,34.875,11.2,0.5820707648451406,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed1,0.5,0.1,5,1.0,sbm,1,46.641666666666666,35.74166666666667,10.9,0.6756240644157193,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed2,0.5,0.1,5,1.0,sbm,2,44.59166666666667,35.80833333333333,8.783333333333333,0.567861843534442,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed3,0.5,0.1,5,1.0,sbm,3,43.15833333333333,37.65833333333333,5.5,0.4320260421721169,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed4,0.5,0.1,5,1.0,sbm,4,52.7,39.125,13.575,0.6384859730637089,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed5,0.5,0.1,5,1.0,sbm,5,49.55833333333333,42.55,7.008333333333334,0.4543716883552413,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed6,0.5,0.1,5,1.0,sbm,6,54.93333333333333,31.266666666666666,23.666666666666668,1.2200631106606339,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta5_kap1_sbm_seed7,0.5,0.1,5,1.0,sbm,7,30.933333333333334,20.191666666666666,10.741666666666667,1.0912301795382382,False,delay8,T,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed0,0.5,0.1,8,0.25,artic,0,10.625,45.03333333333333,-34.40833333333333,-0.711301334605801,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed1,0.5,0.1,8,0.25,artic,1,14.8,55.53333333333333,-40.733333333333334,-0.6592714468516069,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed2,0.5,0.1,8,0.25,artic,2,13.9,42.09166666666667,-28.191666666666666,-0.5520689394883102,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed3,0.5,0.1,8,0.25,artic,3,12.616666666666667,57.34166666666667,-44.725,-0.7182397629772893,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed4,0.5,0.1,8,0.25,artic,4,12.85,38.46666666666667,-25.616666666666667,-0.5530320820076058,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed5,0.5,0.1,8,0.25,artic,5,10.65,41.43333333333333,-30.783333333333335,-0.7023901063739787,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed6,0.5,0.1,8,0.25,artic,6,17.408333333333335,46.24166666666667,-28.833333333333332,-0.5054210974068544,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_artic_seed7,0.5,0.1,8,0.25,artic,7,10.2,34.71666666666667,-24.516666666666666,-0.6352351459799762,True,burn_then_protect,P,1,0,1,0,0
rho0.5_mu0.1_eta8_kap0.25_bridge_seed0,0.5,0.1,8,0.25,bridge,0,39.858333333333334,44.94166666666667,-5.083333333333333,0.12371006876618644,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta8_kap0.25_bridge_seed1,0.5,0.1,8,0.25,bridge,1,32.43333333333333,34.3,-1.8666666666666667,0.15984041785297523,True,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta8_kap0.25_bridge_seed2,0.5,0.1,8,0.25,bridge,2,38.11666666666667,36.00833333333333,2.1083333333333334,0.36616287953616655,False,burn_then_protect,P,1,1,1,0,0
rho0.5_mu0.1_eta8_kap0.25_bridge_seed3,0.5,0.1,8,0.25,bridge,3,30.583333333333332,39.325,-8.741666666666667,-0.0392016978646346,True,burn_then_protect,P,1,1,1,0,0
